Frame,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
126,-0.0321,1.6714,-0.3924,-0.1143,0.0495,-0.0407,0.9914
127,-0.0314,1.6713,-0.3908,-0.1142,0.0505,-0.0427,0.9912
128,-0.0309,1.6712,-0.3892,-0.114,0.0517,-0.0446,0.9911
129,-0.0306,1.6709,-0.3876,-0.1131,0.053,-0.0465,0.9911
130,-0.03,1.6709,-0.3864,-0.1144,0.055,-0.0511,0.9906
131,-0.0294,1.6724,-0.3859,-0.1212,0.0559,-0.055,0.9895
132,-0.0288,1.6739,-0.3861,-0.1275,0.0563,-0.0598,0.9884
133,-0.0278,1.6742,-0.3863,-0.1292,0.0587,-0.0624,0.9879
134,-0.0268,1.6744,-0.3866,-0.1299,0.0615,-0.0651,0.9875
135,-0.0262,1.6748,-0.3868,-0.1317,0.0637,-0.0681,0.9869
136,-0.0258,1.6751,-0.3868,-0.1336,0.0662,-0.0699,0.9864
137,-0.0255,1.6758,-0.3868,-0.137,0.0688,-0.0708,0.9856
138,-0.0255,1.676,-0.3874,-0.1377,0.0705,-0.0712,0.9854
139,-0.0256,1.6755,-0.3882,-0.1348,0.0714,-0.0716,0.9857
140,-0.0257,1.6745,-0.3889,-0.1305,0.073,-0.0717,0.9862
141,-0.0259,1.6739,-0.39,-0.1284,0.0741,-0.0719,0.9863
142,-0.0264,1.6737,-0.3907,-0.1282,0.0742,-0.0713,0.9864
143,-0.0272,1.6735,-0.3912,-0.1276,0.0726,-0.0704,0.9867
144,-0.0276,1.6733,-0.3915,-0.126,0.0713,-0.0701,0.987
145,-0.0278,1.6727,-0.3915,-0.1239,0.0716,-0.0697,0.9873
146,-0.028,1.672,-0.3915,-0.121,0.0713,-0.0692,0.9877
147,-0.0281,1.6712,-0.3914,-0.1175,0.0714,-0.0688,0.9881
148,-0.0281,1.67,-0.3911,-0.1129,0.0713,-0.0693,0.9886
149,-0.0282,1.6687,-0.3906,-0.1082,0.0722,-0.0696,0.9891
150,-0.0283,1.6675,-0.3902,-0.1035,0.0736,-0.0693,0.9895
151,-0.0283,1.6661,-0.3896,-0.0975,0.0748,-0.0684,0.9901
152,-0.0283,1.6648,-0.3887,-0.0917,0.076,-0.0685,0.9905
153,-0.0282,1.6639,-0.3879,-0.0881,0.0775,-0.0669,0.9908
154,-0.0277,1.6626,-0.3872,-0.0828,0.0795,-0.0666,0.9912
155,-0.0269,1.6614,-0.3865,-0.0781,0.0821,-0.067,0.9913
156,-0.026,1.6601,-0.3862,-0.0721,0.0852,-0.068,0.9914
157,-0.0256,1.6585,-0.3859,-0.0652,0.0869,-0.0655,0.9919
158,-0.0262,1.658,-0.3855,-0.0629,0.0852,-0.0618,0.9925
159,-0.0267,1.6575,-0.3853,-0.0607,0.0826,-0.062,0.9928
160,-0.027,1.6568,-0.3854,-0.0585,0.0817,-0.0619,0.993
161,-0.0272,1.656,-0.3854,-0.0558,0.0814,-0.0615,0.9932
162,-0.0276,1.6554,-0.3857,-0.0532,0.0798,-0.061,0.9935
163,-0.0284,1.6543,-0.386,-0.0483,0.0765,-0.0606,0.994
164,-0.0294,1.6529,-0.3859,-0.0423,0.0736,-0.0589,0.9946
165,-0.0303,1.6508,-0.3859,-0.033,0.0722,-0.0558,0.9953
166,-0.0308,1.6495,-0.3858,-0.0278,0.0722,-0.0536,0.9956
167,-0.0306,1.6479,-0.3859,-0.0215,0.075,-0.0526,0.9956
168,-0.0297,1.6465,-0.3862,-0.016,0.0791,-0.0518,0.9954
169,-0.0286,1.6447,-0.3866,-0.0085,0.082,-0.0522,0.9952
170,-0.0274,1.6433,-0.3872,-0.003,0.0847,-0.0533,0.995
171,-0.0263,1.642,-0.388,0.0021,0.0861,-0.0537,0.9948
172,-0.0257,1.6408,-0.3887,0.0066,0.0863,-0.0533,0.9948
173,-0.0252,1.6395,-0.3896,0.0119,0.0857,-0.0519,0.9949
174,-0.0252,1.6376,-0.3908,0.02,0.0843,-0.0502,0.995
175,-0.0259,1.6353,-0.3919,0.0306,0.0816,-0.0439,0.9952
176,-0.0268,1.6331,-0.393,0.0394,0.0783,-0.0387,0.9954
177,-0.0277,1.6305,-0.3941,0.0494,0.075,-0.033,0.9954
178,-0.0293,1.6281,-0.395,0.059,0.0694,-0.0288,0.9954
179,-0.032,1.6266,-0.3957,0.0645,0.0596,-0.0259,0.9958
180,-0.0355,1.6249,-0.3959,0.0714,0.0466,-0.0233,0.9961
181,-0.0397,1.6237,-0.3953,0.0765,0.0311,-0.0209,0.9964
182,-0.0447,1.6233,-0.3946,0.0776,0.0141,-0.0156,0.9968
183,-0.0496,1.6234,-0.3935,0.0767,-0.0021,-0.0105,0.997
184,-0.0544,1.6242,-0.3919,0.0726,-0.0174,-0.0056,0.9972
185,-0.0585,1.6255,-0.3903,0.0666,-0.0291,-0.0023,0.9974
186,-0.0621,1.6284,-0.3884,0.054,-0.0376,0.0013,0.9978
187,-0.0649,1.6314,-0.387,0.0402,-0.0438,0.006,0.9982
188,-0.0676,1.6358,-0.3861,0.0209,-0.0488,0.0082,0.9986
189,-0.0694,1.6407,-0.386,0.0009,-0.051,0.0088,0.9987
190,-0.0693,1.644,-0.3861,-0.0113,-0.0462,0.0063,0.9988
1,-0.0835,1.5925,0.3583,-0.0024,-0.0557,-0.019,0.9983
2,-0.0726,1.598,0.3529,-0.0216,-0.0276,-0.0208,0.9992
3,-0.0611,1.6014,0.3479,-0.0329,-0.0027,-0.0227,0.9992
4,-0.0501,1.6037,0.3436,-0.0416,0.0176,-0.0249,0.9987
5,-0.041,1.6058,0.3401,-0.0481,0.031,-0.0242,0.9981
6,-0.0338,1.6076,0.3369,-0.0547,0.0387,-0.0231,0.9975
7,-0.0271,1.6098,0.3335,-0.0624,0.0453,-0.0237,0.9967
8,-0.0191,1.6123,0.3292,-0.0719,0.0564,-0.0245,0.9955
9,-0.0114,1.6145,0.3246,-0.0807,0.0676,-0.0253,0.9941
10,-0.0055,1.6166,0.3198,-0.0876,0.0734,-0.0261,0.9931
11,-0.0016,1.6177,0.3151,-0.0896,0.0728,-0.0271,0.9929
12,0.0014,1.6181,0.3104,-0.0903,0.0725,-0.028,0.9929
13,0.0036,1.6187,0.3054,-0.092,0.0752,-0.0285,0.9925
14,0.0046,1.6195,0.3002,-0.0946,0.0783,-0.0274,0.992
15,0.005,1.6198,0.2954,-0.0965,0.0798,-0.0275,0.9918
16,0.0049,1.6203,0.2906,-0.0986,0.0814,-0.0275,0.9914
17,0.0047,1.6208,0.2872,-0.0997,0.0825,-0.0272,0.9912
18,0.0048,1.6204,0.2853,-0.0981,0.084,-0.027,0.9913
19,0.0052,1.62,0.2841,-0.0972,0.0876,-0.0257,0.9911
20,0.0053,1.6196,0.2824,-0.0962,0.0918,-0.025,0.9908
21,0.004,1.6192,0.28,-0.0953,0.0935,-0.0249,0.9907
22,0.0019,1.6195,0.2776,-0.0967,0.0919,-0.0237,0.9908
23,0.0005,1.6201,0.2756,-0.0978,0.0899,-0.0242,0.9908
24,-0.0005,1.6199,0.2739,-0.096,0.0886,-0.0251,0.9911
25,-0.0015,1.6198,0.2722,-0.0954,0.0876,-0.0252,0.9913
26,-0.0024,1.6202,0.2704,-0.097,0.0866,-0.0254,0.9912
27,-0.0028,1.6201,0.269,-0.0973,0.0873,-0.0254,0.9911
28,-0.0026,1.6198,0.2679,-0.0968,0.089,-0.0256,0.991
29,-0.0023,1.6198,0.2669,-0.0964,0.0909,-0.0258,0.9908
30,-0.0021,1.6196,0.2658,-0.0959,0.0932,-0.026,0.9907
31,-0.0024,1.62,0.2646,-0.0972,0.0942,-0.026,0.9905
32,-0.0031,1.6202,0.2635,-0.0983,0.094,-0.0257,0.9904
33,-0.0035,1.62,0.2629,-0.0974,0.0932,-0.026,0.9905
34,-0.0034,1.62,0.2622,-0.0981,0.0937,-0.0262,0.9904
35,-0.0028,1.6201,0.2616,-0.0992,0.0942,-0.0265,0.9902
36,-0.0024,1.6201,0.2614,-0.0988,0.0951,-0.0269,0.9902
37,-0.0026,1.6197,0.2615,-0.0974,0.0953,-0.0264,0.9903
38,-0.0034,1.6193,0.2616,-0.0961,0.095,-0.0256,0.9905
39,-0.0043,1.6193,0.2615,-0.0959,0.0947,-0.0245,0.9906
40,-0.0047,1.6194,0.2613,-0.0958,0.0951,-0.0244,0.9905
41,-0.0047,1.6192,0.2607,-0.0956,0.0967,-0.0238,0.9904
42,-0.0045,1.6193,0.2597,-0.0959,0.0974,-0.024,0.9903
43,-0.0039,1.6197,0.2585,-0.0975,0.0987,-0.0248,0.99
44,-0.0037,1.6197,0.2581,-0.098,0.1007,-0.0256,0.9897
45,-0.0048,1.6195,0.2586,-0.097,0.1005,-0.0242,0.9899
46,-0.0064,1.6194,0.2599,-0.0966,0.0983,-0.0222,0.9902
47,-0.0064,1.6193,0.2614,-0.096,0.0994,-0.0217,0.9902
48,-0.0058,1.6188,0.2631,-0.0944,0.1013,-0.0218,0.9901
49,-0.0054,1.6185,0.2651,-0.0927,0.1022,-0.0215,0.9902
50,-0.0052,1.6185,0.2667,-0.0924,0.1012,-0.0207,0.9903
51,-0.0043,1.6186,0.2681,-0.0925,0.1001,-0.0203,0.9905
52,-0.0022,1.6185,0.269,-0.092,0.099,-0.0209,0.9906
53,0.0013,1.618,0.2696,-0.0911,0.0995,-0.0226,0.9906
54,0.006,1.6175,0.2699,-0.0894,0.1014,-0.0251,0.9905
55,0.0097,1.6172,0.2701,-0.0888,0.1014,-0.0266,0.9905
56,0.0131,1.6172,0.2699,-0.0889,0.1001,-0.0269,0.9906
57,0.0166,1.6171,0.2696,-0.089,0.0989,-0.0276,0.9907
58,0.0216,1.617,0.2692,-0.0887,0.1021,-0.0299,0.9904
59,0.0263,1.6162,0.2688,-0.0869,0.106,-0.0318,0.99
60,0.0309,1.6156,0.2681,-0.0859,0.1099,-0.0337,0.9897
61,0.0357,1.6152,0.2673,-0.0861,0.1146,-0.0362,0.989
62,0.0404,1.6146,0.2667,-0.0851,0.1212,-0.0391,0.9882
63,0.0451,1.6137,0.2665,-0.0831,0.1291,-0.0428,0.9872
64,0.0496,1.6125,0.2664,-0.0803,0.1372,-0.0468,0.9862
65,0.0536,1.611,0.2665,-0.0755,0.145,-0.0504,0.9853
66,0.0571,1.6087,0.2668,-0.0669,0.1531,-0.0537,0.9845
67,0.0601,1.6061,0.2674,-0.057,0.1612,-0.0585,0.9835
68,0.062,1.6033,0.2678,-0.0464,0.1675,-0.0619,0.9828
69,0.0627,1.6,0.2686,-0.0324,0.1703,-0.0631,0.9828
70,0.0616,1.5968,0.27,-0.0188,0.1684,-0.064,0.9835
71,0.0596,1.5945,0.2713,-0.0093,0.1665,-0.0643,0.9839
72,0.0569,1.5925,0.2725,-0.0011,0.1641,-0.0634,0.9844
73,0.0541,1.5912,0.2732,0.0048,0.1613,-0.0623,0.9849
74,0.0514,1.5898,0.2739,0.0108,0.1584,-0.0616,0.9854
75,0.0487,1.5878,0.2751,0.0193,0.1546,-0.0605,0.9859
76,0.0459,1.5847,0.2768,0.0322,0.1491,-0.0606,0.9864
77,0.0431,1.5812,0.2785,0.0448,0.1431,-0.06,0.9869
78,0.0403,1.5794,0.2807,0.0504,0.1369,-0.0589,0.9875
79,0.038,1.5781,0.2828,0.0545,0.1324,-0.0578,0.988
80,0.0365,1.5768,0.2854,0.0586,0.1299,-0.0568,0.9882
81,0.0351,1.575,0.2881,0.0639,0.128,-0.0558,0.9881
82,0.0333,1.5737,0.291,0.0679,0.1256,-0.0549,0.9882
83,0.0308,1.5728,0.2944,0.0704,0.1215,-0.0539,0.9886
84,0.0279,1.5721,0.2976,0.0727,0.1157,-0.0536,0.9892
85,0.0242,1.5721,0.3009,0.0726,0.1078,-0.0534,0.9901
86,0.02,1.5727,0.3038,0.0711,0.0997,-0.0515,0.9911
87,0.0158,1.5734,0.3064,0.0689,0.0923,-0.0492,0.9921
88,0.0124,1.5743,0.309,0.0659,0.0875,-0.0467,0.9929
89,0.0096,1.5756,0.3112,0.0613,0.0846,-0.0449,0.9935
90,0.0067,1.5774,0.3131,0.0545,0.081,-0.0435,0.9943
91,0.0031,1.5794,0.3146,0.0471,0.0753,-0.0419,0.9952
92,-0.0007,1.5812,0.3161,0.0405,0.068,-0.0394,0.9961
93,-0.0042,1.5825,0.3171,0.0358,0.0614,-0.0374,0.9968
94,-0.0074,1.5841,0.3173,0.0293,0.0557,-0.034,0.9974
95,-0.0098,1.5862,0.3167,0.0211,0.0514,-0.0314,0.998
96,-0.0115,1.5884,0.3153,0.0125,0.0474,-0.0306,0.9983
97,-0.0129,1.5899,0.3138,0.0062,0.0432,-0.0316,0.9985
98,-0.0141,1.5919,0.3117,-0.002,0.0397,-0.0305,0.9987
99,-0.015,1.5947,0.3092,-0.0126,0.0375,-0.0291,0.9988
100,-0.0154,1.5974,0.3068,-0.0226,0.0363,-0.0278,0.9987
101,-0.0155,1.5996,0.3046,-0.0302,0.037,-0.0268,0.9985
102,-0.0151,1.6018,0.3023,-0.0379,0.0397,-0.0256,0.9982
103,-0.0146,1.6046,0.2999,-0.0476,0.043,-0.0246,0.9976
104,-0.0146,1.6072,0.2977,-0.0569,0.0449,-0.0234,0.9971
105,-0.0155,1.6099,0.2959,-0.0665,0.0445,-0.0214,0.9966
106,-0.017,1.6121,0.2946,-0.075,0.0419,-0.0197,0.9961
107,-0.0189,1.6143,0.2935,-0.0833,0.0385,-0.018,0.9956
108,-0.0206,1.6161,0.2925,-0.0911,0.0365,-0.0157,0.9951
109,-0.0217,1.618,0.2915,-0.098,0.0362,-0.0141,0.9944
110,-0.0221,1.6197,0.2904,-0.1054,0.0374,-0.0121,0.9936
111,-0.022,1.6217,0.2889,-0.1136,0.0392,-0.0111,0.9927
112,-0.022,1.6241,0.2871,-0.1238,0.0405,-0.0096,0.9914
113,-0.0221,1.6267,0.2848,-0.1353,0.0412,-0.0074,0.9899
114,-0.0222,1.6297,0.282,-0.1487,0.0418,-0.0043,0.988
115,-0.0223,1.633,0.2787,-0.1634,0.0424,-0.0014,0.9857
116,-0.0223,1.6361,0.2754,-0.178,0.0434,0.0018,0.9831
117,-0.0223,1.6389,0.272,-0.1908,0.045,0.0047,0.9806
118,-0.0224,1.6407,0.2689,-0.1992,0.0479,0.0077,0.9788
119,-0.0227,1.6424,0.2662,-0.2068,0.0478,0.0086,0.9772
120,-0.0225,1.6441,0.2635,-0.2145,0.0491,0.0093,0.9754
121,-0.0217,1.6453,0.2609,-0.2195,0.0533,0.0099,0.9741
122,-0.0204,1.6463,0.2588,-0.2233,0.0586,0.0102,0.9729
123,-0.019,1.6471,0.2569,-0.2268,0.0627,0.0101,0.9719
124,-0.0173,1.6476,0.2555,-0.2294,0.067,0.0093,0.971
125,-0.0152,1.6474,0.255,-0.2291,0.072,0.0081,0.9707
126,-0.0132,1.6469,0.2551,-0.2252,0.0772,0.0061,0.9712
127,-0.0107,1.6464,0.2554,-0.2224,0.0832,0.0053,0.9714
128,-0.0073,1.6459,0.2554,-0.2219,0.0929,0.0031,0.9706
129,-0.0039,1.6461,0.255,-0.2245,0.1033,0.0019,0.969
130,-0.0011,1.6464,0.2545,-0.2262,0.1127,0.0025,0.9675
131,0.0011,1.6465,0.2541,-0.2271,0.1198,0.0036,0.9665
132,0.003,1.6464,0.2542,-0.2266,0.125,0.0029,0.9659
133,0.0049,1.6464,0.2543,-0.2275,0.1301,0.0022,0.965
134,0.0067,1.6464,0.2548,-0.2278,0.1352,0.002,0.9643
135,0.0085,1.6462,0.2557,-0.226,0.1414,0.0015,0.9638
136,0.0109,1.6462,0.2562,-0.2255,0.1516,0.0013,0.9624
137,0.0139,1.6458,0.2564,-0.2244,0.1648,0.0008,0.9605
138,0.0165,1.6456,0.2563,-0.2244,0.1749,0.0004,0.9587
139,0.0181,1.6451,0.2565,-0.2237,0.1808,-0.0003,0.9577
140,0.019,1.6447,0.2573,-0.2224,0.1822,-0.0009,0.9578
141,0.019,1.6442,0.2589,-0.2205,0.179,-0.0017,0.9588
142,0.0185,1.6437,0.261,-0.2187,0.1752,-0.0019,0.9599
143,0.0184,1.643,0.2635,-0.2167,0.1724,-0.0024,0.9609
144,0.0186,1.6422,0.2661,-0.2129,0.171,-0.003,0.962
145,0.0196,1.6413,0.2687,-0.2092,0.1703,-0.0039,0.9629
146,0.0215,1.6402,0.2709,-0.2046,0.1723,-0.0057,0.9635
147,0.0235,1.639,0.2728,-0.1994,0.1737,-0.0071,0.9644
148,0.0253,1.6379,0.2746,-0.194,0.1744,-0.0087,0.9653
149,0.0271,1.6366,0.2762,-0.1885,0.1753,-0.0104,0.9662
150,0.029,1.6354,0.2777,-0.1837,0.1765,-0.0124,0.9669
151,0.0303,1.6343,0.2789,-0.1792,0.1769,-0.0135,0.9677
152,0.0308,1.6333,0.28,-0.1761,0.1756,-0.0139,0.9685
153,0.0312,1.6324,0.2816,-0.1727,0.1751,-0.0152,0.9692
154,0.0315,1.6308,0.2834,-0.1666,0.1758,-0.0165,0.9701
155,0.032,1.629,0.2854,-0.1588,0.1763,-0.0188,0.9713
156,0.0323,1.6264,0.2874,-0.1484,0.1767,-0.0224,0.9728
157,0.0324,1.6241,0.29,-0.1386,0.177,-0.0245,0.9741
158,0.0326,1.622,0.2929,-0.1297,0.1776,-0.0253,0.9752
159,0.0328,1.6203,0.296,-0.1231,0.1771,-0.026,0.9761
160,0.0329,1.6187,0.2992,-0.117,0.1766,-0.0266,0.9769
161,0.0329,1.6169,0.303,-0.1097,0.1747,-0.0274,0.9781
162,0.0324,1.6147,0.3075,-0.1014,0.1701,-0.0292,0.9798
163,0.0316,1.6125,0.3121,-0.0926,0.1642,-0.0302,0.9816
164,0.0309,1.6099,0.3168,-0.0828,0.1579,-0.0313,0.9835
165,0.0309,1.6072,0.3217,-0.0726,0.153,-0.0324,0.985
166,0.032,1.6043,0.3266,-0.0627,0.1508,-0.0336,0.986
167,0.0335,1.6011,0.3312,-0.051,0.15,-0.0351,0.9867
168,0.035,1.5974,0.3365,-0.0377,0.1479,-0.0371,0.9876
169,0.036,1.5935,0.3424,-0.0232,0.1441,-0.0391,0.9885
170,0.0367,1.5886,0.3493,-0.006,0.1383,-0.0416,0.9895
171,0.0373,1.5828,0.3571,0.0139,0.1314,-0.0438,0.9903
172,0.0385,1.5764,0.3654,0.035,0.1263,-0.046,0.9903
173,0.0397,1.5699,0.3736,0.0547,0.1222,-0.0468,0.9899
174,0.0404,1.5641,0.3811,0.0724,0.1171,-0.0495,0.9892
175,0.0409,1.5575,0.3883,0.0928,0.1128,-0.0533,0.9878
176,0.0408,1.551,0.3955,0.111,0.1092,-0.0555,0.9862
177,0.0398,1.5448,0.4031,0.1283,0.1052,-0.0567,0.9845
178,0.0377,1.5384,0.4111,0.1463,0.0991,-0.058,0.9826
179,0.0335,1.5317,0.4189,0.1647,0.089,-0.0583,0.9806
180,0.0276,1.5272,0.4246,0.1774,0.0761,-0.0564,0.9796
181,0.0204,1.525,0.4295,0.1831,0.0614,-0.0534,0.9797
182,0.0128,1.5243,0.4323,0.1849,0.0451,-0.0512,0.9804
183,0.0034,1.5249,0.4341,0.1833,0.0231,-0.0487,0.9816
184,-0.0068,1.5273,0.4348,0.1754,-0.0016,-0.047,0.9834
185,-0.0176,1.531,0.4335,0.1644,-0.0266,-0.0437,0.9851
186,-0.0278,1.5363,0.4309,0.1481,-0.0483,-0.0386,0.987
187,-0.0378,1.5428,0.4267,0.1285,-0.0676,-0.0332,0.9888
188,-0.0469,1.5503,0.4204,0.1058,-0.0831,-0.0264,0.9906
189,-0.0535,1.559,0.4116,0.0805,-0.0901,-0.0196,0.9925
190,-0.0565,1.568,0.4012,0.0536,-0.0889,-0.0137,0.9945
1,0.1168,1.6101,0.2617,0.0789,0.0563,-0.0101,0.9952
2,0.1181,1.6123,0.2592,0.0716,0.0589,-0.0107,0.9956
3,0.1202,1.6153,0.2568,0.0608,0.0632,-0.0136,0.9961
4,0.1229,1.6189,0.2544,0.0473,0.0702,-0.0163,0.9963
5,0.1254,1.6235,0.252,0.0301,0.0768,-0.0178,0.9964
6,0.1276,1.6282,0.2495,0.0123,0.0817,-0.0193,0.9964
7,0.1297,1.6325,0.2467,-0.0043,0.0858,-0.0219,0.9961
8,0.132,1.635,0.244,-0.0141,0.0917,-0.0244,0.9954
9,0.1335,1.6358,0.2424,-0.0167,0.0947,-0.0266,0.995
10,0.1341,1.6362,0.2421,-0.018,0.0946,-0.0273,0.995
11,0.1344,1.6367,0.2421,-0.0195,0.0944,-0.0275,0.995
12,0.1352,1.6368,0.2421,-0.0191,0.0961,-0.0278,0.9948
13,0.1369,1.6371,0.2416,-0.0204,0.1018,-0.0284,0.9942
14,0.1386,1.6369,0.2407,-0.0196,0.1084,-0.0289,0.9935
15,0.1392,1.6368,0.2398,-0.0196,0.1096,-0.0304,0.9933
16,0.1389,1.6371,0.2385,-0.0209,0.1083,-0.0301,0.9934
17,0.1388,1.6374,0.2375,-0.0216,0.1086,-0.0296,0.9934
18,0.1385,1.6376,0.2368,-0.0221,0.1089,-0.0295,0.9934
19,0.1382,1.6378,0.2363,-0.0228,0.109,-0.0289,0.9934
20,0.1383,1.638,0.2358,-0.0231,0.1096,-0.029,0.9933
21,0.1386,1.6381,0.2354,-0.0233,0.1102,-0.0294,0.9932
22,0.1386,1.6381,0.2352,-0.0232,0.11,-0.0296,0.9932
23,0.1382,1.6381,0.235,-0.0232,0.1094,-0.0294,0.9933
24,0.1378,1.6383,0.235,-0.0233,0.1091,-0.029,0.9933
25,0.1374,1.6384,0.2352,-0.0231,0.1093,-0.0289,0.9933
26,0.1369,1.6383,0.235,-0.0228,0.1093,-0.0282,0.9933
27,0.1365,1.6383,0.2348,-0.023,0.1091,-0.0278,0.9934
28,0.1362,1.6383,0.2344,-0.0232,0.1088,-0.0278,0.9934
29,0.136,1.6385,0.2339,-0.0241,0.1085,-0.0282,0.9934
30,0.1359,1.6392,0.2333,-0.0267,0.1079,-0.0288,0.9934
31,0.1355,1.6395,0.2326,-0.028,0.1072,-0.0289,0.9934
32,0.135,1.6398,0.2322,-0.0291,0.1066,-0.0281,0.9935
33,0.1341,1.6402,0.2321,-0.0308,0.1046,-0.0267,0.9937
34,0.1328,1.6404,0.2326,-0.0315,0.1013,-0.0244,0.9941
35,0.1312,1.6397,0.2337,-0.0285,0.0972,-0.0213,0.9946
36,0.1296,1.6388,0.235,-0.0245,0.0921,-0.0167,0.9953
37,0.1284,1.6381,0.236,-0.0212,0.0878,-0.014,0.9958
38,0.1279,1.6371,0.2371,-0.0173,0.086,-0.013,0.9961
39,0.1284,1.6355,0.2382,-0.0108,0.0869,-0.0135,0.9961
40,0.129,1.6336,0.2396,-0.0036,0.0887,-0.0147,0.9959
41,0.1299,1.6319,0.2413,0.0031,0.0917,-0.0158,0.9957
42,0.1311,1.6297,0.2431,0.0114,0.0957,-0.0166,0.9952
43,0.1326,1.6275,0.2449,0.02,0.1004,-0.0181,0.9946
44,0.1341,1.6259,0.2464,0.0254,0.1048,-0.0192,0.994
45,0.1358,1.6242,0.2479,0.0315,0.1095,-0.0206,0.9933
46,0.1374,1.6233,0.2492,0.0348,0.1139,-0.0213,0.9926
47,0.1386,1.6228,0.2507,0.0367,0.1168,-0.0221,0.9922
48,0.1393,1.6225,0.2519,0.0381,0.1182,-0.0232,0.992
49,0.1399,1.6223,0.2528,0.0393,0.1187,-0.0237,0.9919
50,0.1404,1.6221,0.2534,0.0397,0.1193,-0.0243,0.9918
51,0.1412,1.6218,0.2538,0.0411,0.1203,-0.0252,0.9916
52,0.1421,1.6214,0.2536,0.0425,0.122,-0.0269,0.9913
53,0.1428,1.6216,0.2532,0.042,0.1233,-0.0275,0.9911
54,0.1434,1.6217,0.2527,0.0416,0.1239,-0.0285,0.991
55,0.144,1.6215,0.2521,0.0424,0.125,-0.0296,0.9908
56,0.1448,1.6209,0.2516,0.0439,0.1266,-0.0312,0.9905
57,0.1455,1.6202,0.2511,0.0463,0.1287,-0.0339,0.99
58,0.1458,1.6198,0.2513,0.0475,0.13,-0.0339,0.9898
59,0.1445,1.6186,0.2524,0.0521,0.1267,-0.0332,0.99
60,0.1427,1.6166,0.2539,0.0596,0.1227,-0.0321,0.9901
61,0.1411,1.6146,0.2558,0.0673,0.1192,-0.0306,0.9901
62,0.1402,1.614,0.2581,0.0697,0.1181,-0.0283,0.9901
63,0.1393,1.6127,0.2606,0.0743,0.1164,-0.0265,0.9901
64,0.1379,1.6108,0.2631,0.0813,0.1129,-0.0243,0.99
65,0.1363,1.6083,0.2655,0.09,0.1068,-0.021,0.99
66,0.1348,1.6064,0.2674,0.0974,0.1005,-0.0185,0.99
67,0.1333,1.6051,0.269,0.1022,0.0946,-0.0164,0.9901
68,0.1321,1.6044,0.2699,0.1046,0.0906,-0.0142,0.9903
69,0.1312,1.6042,0.2701,0.1056,0.0887,-0.0129,0.9904
70,0.1308,1.6045,0.2698,0.1044,0.0875,-0.0123,0.9906
71,0.1306,1.6048,0.2694,0.1032,0.0867,-0.0117,0.9908
72,0.1304,1.6049,0.2691,0.1032,0.0844,-0.011,0.991
73,0.1298,1.6047,0.2692,0.1038,0.0808,-0.0105,0.9912
74,0.1289,1.6046,0.2694,0.1045,0.0754,-0.0101,0.9916
75,0.1278,1.6047,0.2694,0.1044,0.0703,-0.0096,0.992
76,0.127,1.6053,0.269,0.1025,0.0665,-0.0086,0.9925
77,0.1262,1.6058,0.2685,0.1012,0.0634,-0.0078,0.9928
78,0.1255,1.6062,0.268,0.1001,0.0604,-0.0074,0.9931
79,0.1247,1.6064,0.2674,0.0992,0.0579,-0.0067,0.9934
80,0.1239,1.6066,0.2666,0.0984,0.0563,-0.006,0.9935
81,0.1232,1.6068,0.2658,0.0977,0.0549,-0.0057,0.9937
82,0.1221,1.607,0.2649,0.0974,0.0529,-0.0048,0.9938
83,0.1209,1.6072,0.2635,0.0965,0.0506,-0.0038,0.994
84,0.1196,1.6077,0.2618,0.0948,0.0477,-0.0027,0.9943
85,0.1185,1.6085,0.2595,0.0922,0.0451,-0.0021,0.9947
86,0.1181,1.6099,0.257,0.0873,0.0455,-0.0023,0.9951
87,0.1181,1.6119,0.2543,0.0802,0.0474,-0.0028,0.9956
88,0.1179,1.6149,0.2519,0.0694,0.0474,-0.0035,0.9965
89,0.1178,1.6176,0.25,0.0595,0.0466,-0.0036,0.9971
90,0.118,1.6195,0.2483,0.052,0.0469,-0.004,0.9975
91,0.118,1.6207,0.2468,0.0478,0.0482,-0.0045,0.9977
92,0.1181,1.6218,0.2453,0.0437,0.0501,-0.0047,0.9978
93,0.1178,1.6233,0.2442,0.0383,0.0495,-0.0049,0.998
94,0.1175,1.6238,0.2435,0.0361,0.0494,-0.0045,0.9981
95,0.1177,1.6234,0.2432,0.0371,0.0502,-0.0048,0.998
96,0.118,1.6236,0.243,0.0365,0.0511,-0.0051,0.998
97,0.1182,1.6242,0.2428,0.0339,0.0511,-0.0056,0.9981
98,0.1182,1.625,0.2424,0.0304,0.0509,-0.0049,0.9982
99,0.1181,1.6261,0.2417,0.0259,0.05,-0.0044,0.9984
100,0.1183,1.6276,0.2406,0.0206,0.0501,-0.0034,0.9985
101,0.1183,1.6287,0.2396,0.0163,0.0503,-0.0036,0.9986
102,0.1183,1.6296,0.2388,0.0125,0.0505,-0.0032,0.9986
103,0.1184,1.6302,0.2382,0.0108,0.051,-0.0034,0.9986
104,0.1187,1.6307,0.2377,0.0093,0.0527,-0.0035,0.9986
105,0.1192,1.6316,0.2373,0.0061,0.0546,-0.004,0.9985
106,0.1195,1.6325,0.2368,0.0025,0.0557,-0.0045,0.9984
107,0.1198,1.6341,0.2362,-0.0039,0.0563,-0.0051,0.9984
