Frame,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
138,0.3253,1.5997,0.315,-0.2211,0.1553,-0.0674,0.9604
139,0.3259,1.5991,0.3169,-0.2194,0.1571,-0.0708,0.9603
140,0.3263,1.5984,0.3191,-0.2171,0.1573,-0.0744,0.9605
141,0.3267,1.5983,0.3209,-0.2196,0.1554,-0.0785,0.9599
142,0.3278,1.5974,0.3223,-0.2166,0.1562,-0.0828,0.9601
143,0.3298,1.5966,0.3234,-0.214,0.1592,-0.0864,0.9599
144,0.3317,1.5955,0.3242,-0.2107,0.1617,-0.0901,0.9599
145,0.3335,1.5946,0.3246,-0.2089,0.1644,-0.0933,0.9595
146,0.3352,1.5938,0.3248,-0.2077,0.1677,-0.0975,0.9588
147,0.3365,1.5931,0.325,-0.2063,0.1707,-0.1015,0.9581
148,0.337,1.5925,0.3254,-0.2049,0.1735,-0.1041,0.9576
149,0.3376,1.5911,0.3262,-0.2011,0.1771,-0.1078,0.9574
150,0.3381,1.5892,0.3272,-0.1948,0.1816,-0.1114,0.9574
151,0.3377,1.5872,0.3283,-0.1879,0.1846,-0.1143,0.9579
152,0.3363,1.5849,0.3293,-0.1782,0.1866,-0.118,0.9589
153,0.3372,1.5825,0.3285,-0.1724,0.2014,-0.1224,0.9564
154,0.3413,1.5791,0.3249,-0.1697,0.2282,-0.1361,0.949
155,0.337,1.5775,0.3244,-0.1629,0.2225,-0.1402,0.9509
156,0.3294,1.5765,0.3252,-0.1547,0.2105,-0.1378,0.9554
157,0.3208,1.5735,0.3265,-0.1368,0.1963,-0.1393,0.9609
158,0.3128,1.5664,0.3285,-0.1026,0.1862,-0.1463,0.9661
159,0.3056,1.5619,0.3303,-0.0834,0.183,-0.1473,0.9684
160,0.2976,1.5587,0.3316,-0.069,0.1763,-0.1458,0.971
161,0.2899,1.554,0.3326,-0.0489,0.1659,-0.1479,0.9738
162,0.2837,1.5468,0.3346,-0.0184,0.158,-0.1536,0.9753
163,0.28,1.5442,0.337,-0.0093,0.1561,-0.1505,0.9762
164,0.277,1.5423,0.3392,-0.0007,0.1531,-0.1491,0.9769
165,0.2724,1.5357,0.3434,0.0286,0.1417,-0.15,0.9781
166,0.2684,1.5288,0.3498,0.0582,0.1345,-0.1445,0.9786
167,0.2635,1.5248,0.3546,0.0728,0.1293,-0.1375,0.9793
168,0.2581,1.5224,0.3581,0.0827,0.1222,-0.131,0.9803
169,0.2502,1.518,0.3624,0.1008,0.1089,-0.1187,0.9818
170,0.2413,1.5133,0.3661,0.1184,0.0911,-0.1057,0.9831
171,0.2325,1.5115,0.3674,0.1271,0.0723,-0.0974,0.9844
172,0.2246,1.5109,0.3669,0.1314,0.0572,-0.0885,0.9857
173,0.2122,1.5087,0.3664,0.1429,0.0306,-0.0659,0.9871
174,0.2011,1.5077,0.3649,0.1482,0.0061,-0.0523,0.9876
175,0.1922,1.5071,0.3629,0.1524,-0.0094,-0.0423,0.9874
176,0.1836,1.5061,0.3618,0.1552,-0.0215,-0.0327,0.9871
177,0.1736,1.5034,0.3606,0.1612,-0.0384,-0.0206,0.986
178,0.162,1.5018,0.3587,0.1649,-0.0604,-0.009,0.9844
179,0.1491,1.5,0.3563,0.1687,-0.0846,0.0013,0.982
180,0.1369,1.4969,0.3541,0.1736,-0.1078,0.0113,0.9788
181,0.1245,1.4958,0.3508,0.1728,-0.1325,0.0189,0.9758
182,0.1137,1.4968,0.3475,0.1656,-0.1559,0.0256,0.9735
183,0.1035,1.4986,0.344,0.1566,-0.1812,0.0302,0.9704
184,0.0942,1.5041,0.3399,0.135,-0.2067,0.0419,0.9681
185,0.087,1.5108,0.3346,0.111,-0.2324,0.0394,0.9655
186,0.0841,1.5176,0.3304,0.086,-0.2449,0.0366,0.965
187,0.0841,1.5249,0.3265,0.0597,-0.2493,0.0321,0.966
188,0.087,1.5327,0.3225,0.0329,-0.2506,0.0267,0.9672
189,0.0941,1.5426,0.3183,-0.0011,-0.2466,0.0193,0.9689
190,0.1062,1.5534,0.3136,-0.0378,-0.2349,0.0117,0.9712
1,0.4289,1.6582,0.529,-0.008,-0.1714,0.0126,0.9851
2,0.4373,1.656,0.5307,0.0016,-0.148,0.0139,0.9889
3,0.4452,1.6542,0.5322,0.0093,-0.13,0.013,0.9914
4,0.4515,1.6549,0.5328,0.007,-0.1173,0.0092,0.993
5,0.4585,1.6561,0.5327,0.0022,-0.1028,0.0058,0.9947
6,0.4659,1.6577,0.5325,-0.0044,-0.0849,0.0028,0.9964
7,0.4758,1.66,0.5323,-0.0127,-0.0591,-0.0011,0.9982
8,0.486,1.6623,0.5316,-0.0212,-0.0354,-0.0061,0.9991
9,0.493,1.665,0.5298,-0.0299,-0.0241,-0.0117,0.9992
10,0.4972,1.6681,0.527,-0.0402,-0.0191,-0.0153,0.9989
11,0.501,1.671,0.5239,-0.0502,-0.0128,-0.0188,0.9985
12,0.5044,1.6729,0.5208,-0.0557,-0.0043,-0.0218,0.9982
13,0.5072,1.6744,0.5178,-0.06,0.005,-0.0236,0.9979
14,0.5092,1.6754,0.5153,-0.0628,0.0128,-0.0256,0.9976
15,0.5104,1.6766,0.5127,-0.0661,0.0172,-0.0267,0.9973
16,0.5106,1.6779,0.51,-0.0706,0.0185,-0.0276,0.9969
17,0.5102,1.6785,0.5076,-0.0717,0.0169,-0.0275,0.9969
18,0.5099,1.6789,0.5054,-0.0725,0.0161,-0.0281,0.9968
19,0.5101,1.6791,0.5034,-0.0721,0.0171,-0.0284,0.9969
20,0.5102,1.6785,0.5021,-0.0695,0.0162,-0.0281,0.9971
21,0.5105,1.6778,0.501,-0.0665,0.0162,-0.0285,0.9972
22,0.5106,1.6776,0.4995,-0.066,0.0161,-0.028,0.9973
23,0.5106,1.6778,0.4978,-0.066,0.0157,-0.0282,0.9973
24,0.5105,1.6776,0.4961,-0.0655,0.0155,-0.0277,0.9973
25,0.51,1.6781,0.494,-0.0674,0.0147,-0.0272,0.9972
26,0.5093,1.6786,0.4921,-0.0692,0.0138,-0.0265,0.9972
27,0.5089,1.6787,0.491,-0.069,0.0133,-0.0262,0.9972
28,0.5088,1.6788,0.4898,-0.0697,0.0134,-0.0264,0.9971
29,0.5088,1.6791,0.4889,-0.0709,0.0125,-0.027,0.997
30,0.509,1.6791,0.4885,-0.0705,0.0126,-0.0271,0.9971
31,0.5091,1.6789,0.4884,-0.0694,0.0124,-0.0272,0.9971
32,0.5091,1.6789,0.4882,-0.0689,0.0127,-0.0272,0.9972
33,0.5091,1.6789,0.4877,-0.0687,0.0129,-0.0271,0.9972
34,0.5091,1.6791,0.4874,-0.0691,0.0129,-0.0273,0.9972
35,0.5091,1.6789,0.4871,-0.0685,0.0131,-0.0267,0.9972
36,0.5092,1.6793,0.4864,-0.0691,0.0128,-0.0271,0.9972
37,0.5097,1.68,0.4853,-0.0718,0.0138,-0.0274,0.9969
38,0.5099,1.6803,0.4845,-0.0733,0.0135,-0.0279,0.9968
39,0.5104,1.6809,0.4836,-0.0753,0.0146,-0.028,0.9967
40,0.5107,1.6815,0.4829,-0.0773,0.015,-0.028,0.9965
41,0.5115,1.6816,0.4824,-0.0781,0.0159,-0.0286,0.9964
42,0.5126,1.6821,0.4818,-0.0798,0.0177,-0.0293,0.9962
43,0.5134,1.6829,0.4812,-0.0831,0.018,-0.03,0.9959
44,0.5141,1.6837,0.4811,-0.0862,0.0179,-0.0303,0.9957
45,0.5149,1.6847,0.4812,-0.0898,0.0189,-0.0309,0.9953
46,0.5156,1.6851,0.4816,-0.0907,0.0204,-0.0313,0.9952
47,0.5164,1.6855,0.4821,-0.0922,0.022,-0.0317,0.995
48,0.5171,1.686,0.4825,-0.0943,0.024,-0.0326,0.9947
49,0.5168,1.6864,0.4829,-0.0957,0.0216,-0.0331,0.9946
50,0.5153,1.6862,0.4835,-0.0953,0.0169,-0.0323,0.9948
51,0.5135,1.6862,0.4841,-0.0949,0.0125,-0.0311,0.9949
52,0.5114,1.6861,0.4844,-0.0951,0.0065,-0.0301,0.995
53,0.5127,1.686,0.4849,-0.0953,0.0142,-0.0307,0.9949
54,0.5187,1.6855,0.4854,-0.0945,0.0397,-0.0332,0.9942
55,0.5244,1.684,0.4859,-0.0897,0.0592,-0.0365,0.9935
56,0.5283,1.6836,0.4861,-0.0888,0.07,-0.0387,0.9928
57,0.5314,1.6826,0.4865,-0.0862,0.0761,-0.0415,0.9925
58,0.534,1.6785,0.4886,-0.0701,0.0814,-0.0447,0.9932
59,0.5361,1.6734,0.4917,-0.0504,0.0867,-0.045,0.9939
60,0.5375,1.6714,0.4932,-0.0453,0.0902,-0.0457,0.9938
61,0.5382,1.6699,0.4948,-0.0403,0.091,-0.0468,0.9939
62,0.538,1.6654,0.497,-0.0231,0.09,-0.0463,0.9946
63,0.5372,1.6605,0.4994,-0.0038,0.0877,-0.0436,0.9952
64,0.5354,1.6564,0.5019,0.0113,0.0842,-0.0405,0.9956
65,0.5331,1.6532,0.5044,0.0236,0.0778,-0.0368,0.996
66,0.5307,1.6506,0.5062,0.0332,0.0716,-0.0341,0.9963
67,0.5284,1.6483,0.5079,0.0412,0.066,-0.0319,0.9965
68,0.5265,1.6463,0.5094,0.0489,0.0616,-0.0303,0.9964
69,0.5234,1.6431,0.5106,0.0613,0.0543,-0.0284,0.9962
70,0.5203,1.6411,0.5117,0.0687,0.0467,-0.0254,0.9962
71,0.5164,1.6395,0.5123,0.0746,0.0371,-0.0215,0.9963
72,0.512,1.638,0.5134,0.0797,0.0256,-0.017,0.9963
73,0.5087,1.6366,0.5146,0.0839,0.0179,-0.0131,0.9962
74,0.5056,1.6349,0.516,0.0895,0.0127,-0.0081,0.9959
75,0.5015,1.6323,0.5175,0.0994,0.0047,-0.0025,0.995
76,0.4974,1.6273,0.5182,0.1188,-0.0038,0.0032,0.9929
77,0.4935,1.6227,0.5197,0.1344,-0.0108,0.0092,0.9908
78,0.49,1.6215,0.5216,0.1371,-0.0167,0.0139,0.9903
79,0.4856,1.6215,0.5229,0.1361,-0.0266,0.0159,0.9902
80,0.48,1.6213,0.5239,0.1354,-0.0428,0.0156,0.9897
81,0.4743,1.6222,0.5248,0.1313,-0.0611,0.012,0.9894
82,0.4707,1.6234,0.5254,0.1265,-0.0721,0.0103,0.9893
83,0.4688,1.6252,0.526,0.1195,-0.0754,0.0099,0.9899
84,0.4676,1.6274,0.5265,0.1109,-0.0767,0.0096,0.9908
85,0.4665,1.6299,0.5269,0.1015,-0.0796,0.0082,0.9916
86,0.4655,1.6336,0.5276,0.0882,-0.0832,0.0062,0.9926
87,0.4653,1.6375,0.5278,0.074,-0.0843,0.0044,0.9937
88,0.4661,1.6418,0.5281,0.0589,-0.0817,0.0017,0.9949
89,0.4673,1.6457,0.5281,0.0451,-0.0796,-0.0012,0.9958
90,0.4683,1.6493,0.5279,0.0325,-0.0795,-0.0043,0.9963
91,0.4694,1.6518,0.5277,0.0243,-0.0797,-0.0069,0.9965
92,0.4703,1.654,0.5277,0.0173,-0.0796,-0.0085,0.9966
93,0.4713,1.6561,0.5278,0.0104,-0.0787,-0.0105,0.9968
94,0.472,1.6579,0.5281,0.0047,-0.0781,-0.0119,0.9969
95,0.4723,1.6597,0.5283,-0.0011,-0.0782,-0.0133,0.9968
96,0.4723,1.6617,0.5282,-0.0084,-0.0793,-0.0143,0.9967
97,0.4721,1.6641,0.5276,-0.0179,-0.0807,-0.0152,0.9965
98,0.4725,1.667,0.5266,-0.0293,-0.0807,-0.0161,0.9962
99,0.4734,1.671,0.5251,-0.045,-0.079,-0.0179,0.9957
100,0.4748,1.6747,0.5235,-0.0599,-0.0755,-0.0198,0.9952
101,0.4764,1.677,0.5223,-0.0677,-0.0722,-0.0218,0.9949
102,0.4776,1.6787,0.5213,-0.0736,-0.07,-0.0226,0.9946
103,0.4781,1.6798,0.5207,-0.0771,-0.0699,-0.023,0.9943
104,0.4782,1.6806,0.5205,-0.0803,-0.0699,-0.0228,0.9941
105,0.4786,1.6824,0.5197,-0.0871,-0.0693,-0.0233,0.9935
106,0.4791,1.685,0.5186,-0.0981,-0.0679,-0.0245,0.9926
107,0.4799,1.688,0.5173,-0.1094,-0.0658,-0.0256,0.9915
108,0.4806,1.6899,0.5161,-0.117,-0.0644,-0.0271,0.9907
109,0.4818,1.6926,0.5144,-0.1273,-0.0626,-0.0285,0.9895
110,0.4832,1.6954,0.5127,-0.1388,-0.0602,-0.0301,0.988
111,0.4848,1.6985,0.5107,-0.1517,-0.0575,-0.0318,0.9862
112,0.4866,1.7012,0.5089,-0.1635,-0.0538,-0.0336,0.9845
113,0.4882,1.703,0.5072,-0.1715,-0.0494,-0.0346,0.9833
114,0.4894,1.7039,0.5064,-0.1746,-0.0457,-0.0348,0.983
115,0.49,1.7037,0.5061,-0.1732,-0.0433,-0.0342,0.9833
116,0.4903,1.7034,0.506,-0.1713,-0.0419,-0.0329,0.9838
117,0.4907,1.7039,0.5056,-0.1738,-0.0397,-0.0329,0.9834
118,0.4922,1.7051,0.5048,-0.18,-0.0339,-0.0328,0.9825
119,0.4939,1.7069,0.5032,-0.1896,-0.0271,-0.033,0.9809
120,0.4959,1.7084,0.5014,-0.1975,-0.0199,-0.0335,0.9795
121,0.4977,1.7093,0.5003,-0.2023,-0.0135,-0.034,0.9786
122,0.499,1.7092,0.5,-0.2026,-0.0091,-0.034,0.9786
123,0.5004,1.709,0.5005,-0.2015,-0.0045,-0.0338,0.9789
124,0.5017,1.7086,0.5011,-0.2003,-0.0002,-0.0323,0.9792
125,0.5029,1.7087,0.5018,-0.2005,0.0046,-0.0304,0.9792
126,0.5043,1.709,0.5018,-0.2026,0.0107,-0.0293,0.9788
127,0.5056,1.7096,0.5013,-0.2069,0.0175,-0.0278,0.9778
128,0.5075,1.7103,0.5005,-0.2111,0.0268,-0.0266,0.9767
129,0.5091,1.7106,0.4999,-0.213,0.0346,-0.0264,0.9761
130,0.5105,1.7108,0.4993,-0.2149,0.0413,-0.0263,0.9754
131,0.512,1.711,0.4988,-0.2164,0.0479,-0.0257,0.9748
132,0.5131,1.711,0.4987,-0.2172,0.054,-0.025,0.9743
133,0.5146,1.711,0.4988,-0.2175,0.0615,-0.0247,0.9738
134,0.5168,1.7108,0.4989,-0.2176,0.0723,-0.0235,0.9731
135,0.5192,1.7106,0.499,-0.2165,0.083,-0.0235,0.9725
136,0.5216,1.7099,0.499,-0.2136,0.0919,-0.024,0.9723
137,0.5237,1.7093,0.499,-0.2102,0.0969,-0.026,0.9725
138,0.5254,1.7088,0.4987,-0.2083,0.0997,-0.0271,0.9726
139,0.5268,1.7081,0.4986,-0.2059,0.1014,-0.0284,0.9729
140,0.5279,1.7069,0.4992,-0.2006,0.103,-0.0294,0.9738
141,0.5294,1.7052,0.5003,-0.1929,0.1069,-0.0309,0.9749
142,0.5333,1.7035,0.5013,-0.1857,0.1196,-0.0359,0.9746
143,0.5363,1.7023,0.5018,-0.1822,0.129,-0.0385,0.974
144,0.537,1.7016,0.5026,-0.1797,0.1284,-0.039,0.9745
145,0.5364,1.7009,0.5037,-0.1769,0.1249,-0.0388,0.9755
146,0.5365,1.6992,0.5054,-0.1688,0.1248,-0.04,0.9769
147,0.5367,1.6966,0.5079,-0.1571,0.1254,-0.0406,0.9787
148,0.5368,1.6937,0.5107,-0.1442,0.1257,-0.0407,0.9807
149,0.5378,1.6911,0.5127,-0.1329,0.1295,-0.0414,0.9818
150,0.5397,1.6881,0.5146,-0.1206,0.1337,-0.0435,0.9827
151,0.5417,1.6843,0.5162,-0.1049,0.1375,-0.0463,0.9838
152,0.5426,1.6801,0.5177,-0.0886,0.1377,-0.0492,0.9853
153,0.5408,1.6773,0.519,-0.0774,0.1293,-0.0517,0.9872
154,0.5358,1.6763,0.5199,-0.0733,0.1119,-0.0539,0.9895
155,0.5292,1.6752,0.5209,-0.0679,0.0903,-0.056,0.992
156,0.5225,1.6738,0.5214,-0.061,0.0708,-0.0577,0.9939
157,0.5163,1.6729,0.5217,-0.0563,0.054,-0.0585,0.9952
158,0.5107,1.6724,0.5216,-0.0539,0.0398,-0.0589,0.996
159,0.5051,1.6714,0.5221,-0.0492,0.0256,-0.0585,0.9967
160,0.4993,1.6699,0.523,-0.0421,0.0109,-0.0566,0.9974
161,0.494,1.6685,0.5239,-0.0348,-0.0007,-0.0541,0.9979
162,0.4891,1.6664,0.5253,-0.0263,-0.0092,-0.0517,0.9983
163,0.4846,1.6629,0.5274,-0.0124,-0.0164,-0.0481,0.9986
164,0.4802,1.6577,0.5301,0.008,-0.0243,-0.0443,0.9987
165,0.4761,1.6522,0.5333,0.0276,-0.0317,-0.0402,0.9983
166,0.4716,1.6462,0.5363,0.0481,-0.0413,-0.0379,0.9973
167,0.4671,1.6409,0.5386,0.0651,-0.0504,-0.0349,0.996
168,0.4628,1.6374,0.5404,0.0752,-0.0582,-0.0314,0.995
169,0.459,1.6345,0.5417,0.0837,-0.0655,-0.0281,0.9939
170,0.4554,1.6313,0.5432,0.093,-0.0727,-0.0249,0.9927
171,0.4523,1.6281,0.5443,0.1029,-0.079,-0.0225,0.9913
172,0.4488,1.6248,0.5454,0.1124,-0.0867,-0.02,0.9897
173,0.4451,1.6218,0.5467,0.1206,-0.0949,-0.0183,0.988
174,0.4409,1.619,0.5482,0.1282,-0.1042,-0.0166,0.9861
175,0.4369,1.6166,0.5498,0.1356,-0.1119,-0.0154,0.9843
176,0.4334,1.6139,0.5511,0.1427,-0.1172,-0.0128,0.9827
177,0.4298,1.6107,0.5524,0.1505,-0.1221,-0.0094,0.981
178,0.4263,1.6074,0.5535,0.1592,-0.1284,-0.0057,0.9788
179,0.4228,1.6047,0.5549,0.1667,-0.1358,-0.0023,0.9766
180,0.4196,1.603,0.5563,0.1708,-0.1423,0.0001,0.975
181,0.4166,1.6024,0.5578,0.1714,-0.1487,0.0012,0.9739
182,0.4136,1.6027,0.5586,0.1679,-0.1561,0.0029,0.9734
183,0.4108,1.6053,0.5587,0.158,-0.1657,0.0032,0.9734
184,0.4077,1.61,0.5582,0.1415,-0.1789,-0.0009,0.9736
185,0.4044,1.6171,0.5574,0.1164,-0.1938,-0.0063,0.9741
186,0.4028,1.626,0.556,0.0845,-0.2026,-0.0104,0.9755
187,0.4037,1.6347,0.5544,0.0542,-0.2026,-0.0129,0.9777
188,0.4067,1.6426,0.5523,0.0269,-0.1967,-0.0145,0.98
189,0.411,1.6499,0.5495,0.0024,-0.1875,-0.0166,0.9821
190,0.4162,1.6552,0.5469,-0.0145,-0.1758,-0.017,0.9842
1,0.39,1.5725,0.7164,-0.0278,-0.0967,-0.039,0.9942
2,0.3946,1.5748,0.7141,-0.0366,-0.0791,-0.038,0.9955
3,0.3996,1.5759,0.7129,-0.0414,-0.0563,-0.0333,0.997
4,0.4046,1.5769,0.712,-0.0452,-0.0328,-0.0279,0.998
5,0.4072,1.5776,0.7113,-0.0476,-0.0208,-0.0252,0.9983
6,0.407,1.5787,0.7102,-0.0512,-0.0222,-0.0261,0.9981
7,0.4053,1.5786,0.7091,-0.0496,-0.0298,-0.0272,0.998
8,0.4039,1.5785,0.7084,-0.0485,-0.0348,-0.0281,0.9978
9,0.4038,1.5783,0.7081,-0.048,-0.0354,-0.028,0.9978
10,0.4043,1.5785,0.7075,-0.0489,-0.0334,-0.0281,0.9978
11,0.4053,1.5794,0.7067,-0.0523,-0.032,-0.0293,0.9977
12,0.4063,1.5802,0.7057,-0.0553,-0.0305,-0.0299,0.9976
13,0.4073,1.5812,0.7043,-0.058,-0.0286,-0.0311,0.9974
14,0.4083,1.5828,0.7024,-0.0629,-0.0271,-0.0326,0.9971
15,0.4085,1.584,0.7002,-0.0665,-0.0273,-0.0332,0.9969
16,0.4084,1.5848,0.6987,-0.0685,-0.028,-0.0338,0.9967
17,0.4085,1.5849,0.6985,-0.0689,-0.0272,-0.0342,0.9967
18,0.4088,1.5851,0.6983,-0.0695,-0.0254,-0.0344,0.9967
19,0.409,1.5857,0.6982,-0.0709,-0.0251,-0.0351,0.9965
20,0.4089,1.5861,0.6985,-0.0721,-0.0252,-0.035,0.9965
21,0.4086,1.5861,0.6994,-0.0719,-0.0255,-0.0349,0.9965
22,0.4086,1.5858,0.7003,-0.0712,-0.0251,-0.0344,0.9965
23,0.4088,1.5863,0.7003,-0.0732,-0.0254,-0.0346,0.9964
24,0.4092,1.5866,0.6995,-0.0742,-0.0252,-0.0347,0.9963
25,0.4096,1.5865,0.6986,-0.0739,-0.0248,-0.0348,0.9963
26,0.41,1.5866,0.6976,-0.0742,-0.0241,-0.0345,0.9964
27,0.4102,1.5869,0.6964,-0.0749,-0.0226,-0.0341,0.9964
28,0.4108,1.587,0.6952,-0.0752,-0.0214,-0.0344,0.9963
29,0.412,1.5869,0.694,-0.0749,-0.0179,-0.0346,0.9964
30,0.4132,1.5868,0.6931,-0.0745,-0.0151,-0.0355,0.9965
31,0.4134,1.5869,0.6925,-0.0749,-0.0143,-0.0361,0.9964
32,0.4122,1.5872,0.6925,-0.0758,-0.0163,-0.0353,0.9964
33,0.4109,1.5869,0.6933,-0.0754,-0.0185,-0.0345,0.9964
34,0.4099,1.5868,0.6946,-0.0752,-0.0206,-0.0342,0.9964
35,0.4092,1.5864,0.6963,-0.0741,-0.0218,-0.0341,0.9964
36,0.4096,1.5857,0.6986,-0.0718,-0.0199,-0.0343,0.9966
37,0.4133,1.5845,0.7014,-0.0691,-0.0071,-0.0341,0.997
38,0.4165,1.5843,0.7032,-0.0683,-0.0009,-0.0355,0.997
39,0.4181,1.5846,0.7038,-0.0697,-0.0006,-0.0364,0.9969
40,0.4192,1.5851,0.7035,-0.0709,0.0006,-0.037,0.9968
41,0.4192,1.5854,0.7031,-0.0721,-0.0003,-0.0373,0.9967
42,0.4182,1.5859,0.703,-0.0727,-0.0024,-0.0369,0.9967
43,0.417,1.5859,0.7033,-0.0724,-0.0052,-0.0365,0.9967
44,0.4162,1.5857,0.704,-0.0713,-0.0067,-0.0363,0.9968
45,0.4165,1.5856,0.7047,-0.0709,-0.0054,-0.0363,0.9968
46,0.4174,1.5855,0.7055,-0.0707,-0.0033,-0.0372,0.9968
47,0.4186,1.5853,0.706,-0.0699,-0.001,-0.0379,0.9968
48,0.4194,1.5855,0.7062,-0.0705,-0.0001,-0.0385,0.9968
49,0.4215,1.5846,0.7068,-0.0674,0.0042,-0.0393,0.9969
50,0.425,1.5825,0.7083,-0.0602,0.0116,-0.0406,0.9973
51,0.4285,1.5798,0.7099,-0.0515,0.0175,-0.0417,0.9976
52,0.4323,1.5771,0.7109,-0.042,0.0251,-0.0422,0.9979
53,0.4368,1.5748,0.7116,-0.0341,0.0382,-0.0423,0.9978
54,0.4406,1.5728,0.7118,-0.0269,0.0519,-0.0415,0.9974
55,0.4425,1.5722,0.7116,-0.025,0.0594,-0.0406,0.9971
56,0.4435,1.5723,0.7109,-0.0263,0.0638,-0.0402,0.9968
57,0.4448,1.572,0.7102,-0.0258,0.0691,-0.0396,0.9965
58,0.4458,1.5719,0.7091,-0.0257,0.0718,-0.0401,0.9963
59,0.4475,1.5724,0.7073,-0.0278,0.0761,-0.0411,0.9959
60,0.4489,1.5723,0.7055,-0.0278,0.0806,-0.0418,0.9955
61,0.4506,1.5721,0.7039,-0.0273,0.0876,-0.0409,0.9949
62,0.4526,1.5715,0.7024,-0.0255,0.0969,-0.0394,0.9942
63,0.4533,1.5713,0.7012,-0.0252,0.1012,-0.0398,0.9938
64,0.4527,1.5711,0.7007,-0.0233,0.0999,-0.0396,0.9939
65,0.451,1.5701,0.7005,-0.0187,0.0952,-0.0384,0.9945
66,0.4486,1.5689,0.7009,-0.0137,0.0878,-0.0371,0.9954
67,0.4453,1.5679,0.7016,-0.0092,0.0766,-0.0359,0.9964
68,0.4425,1.5675,0.702,-0.0076,0.0672,-0.0359,0.9971
69,0.4402,1.5675,0.7024,-0.0076,0.0605,-0.0355,0.9975
70,0.4383,1.5673,0.7031,-0.0067,0.0556,-0.035,0.9978
71,0.4361,1.5669,0.7041,-0.0051,0.0494,-0.0349,0.9982
72,0.4335,1.5663,0.7052,-0.0025,0.0411,-0.0351,0.9985
73,0.4309,1.5655,0.7063,0.0,0.0313,-0.0354,0.9989
74,0.429,1.5652,0.707,0.0012,0.023,-0.0365,0.9991
75,0.427,1.5653,0.7074,0.0008,0.0139,-0.0377,0.9992
76,0.4243,1.5661,0.7077,-0.002,0.0026,-0.0404,0.9992
77,0.4213,1.5666,0.708,-0.0037,-0.0102,-0.0424,0.999
78,0.4178,1.5667,0.7084,-0.0043,-0.0223,-0.0438,0.9988
79,0.4144,1.5664,0.7089,-0.0029,-0.0334,-0.0435,0.9985
80,0.4114,1.5666,0.7095,-0.0035,-0.0425,-0.0435,0.9981
81,0.4093,1.5665,0.7101,-0.0032,-0.0489,-0.0439,0.9978
82,0.4084,1.5661,0.7106,-0.0025,-0.0515,-0.0433,0.9977
83,0.4083,1.5661,0.7107,-0.0028,-0.0517,-0.0429,0.9977
84,0.4087,1.5662,0.7107,-0.0033,-0.052,-0.0435,0.9977
85,0.4092,1.5664,0.7106,-0.0044,-0.0505,-0.0435,0.9978
86,0.4096,1.5665,0.7103,-0.005,-0.0498,-0.044,0.9978
87,0.4098,1.5664,0.7104,-0.0054,-0.0491,-0.0437,0.9978
88,0.4103,1.5668,0.7104,-0.0072,-0.0486,-0.0439,0.9978
89,0.4105,1.5681,0.7096,-0.0131,-0.0488,-0.0443,0.9977
90,0.4108,1.5698,0.7084,-0.0204,-0.0488,-0.0447,0.9976
91,0.4114,1.5722,0.7068,-0.0309,-0.0485,-0.0453,0.9973
92,0.4121,1.5756,0.7047,-0.0441,-0.0481,-0.0466,0.9968
93,0.4128,1.5788,0.7024,-0.0563,-0.0471,-0.0478,0.9962
94,0.4134,1.5815,0.6998,-0.0661,-0.047,-0.0483,0.9955
95,0.4139,1.5849,0.6972,-0.0791,-0.0468,-0.05,0.9945
96,0.4148,1.5883,0.6946,-0.0919,-0.0456,-0.0513,0.9934
97,0.4155,1.5913,0.6924,-0.1033,-0.045,-0.0525,0.9922
98,0.4165,1.594,0.6907,-0.1129,-0.0433,-0.0538,0.9912
99,0.4175,1.5961,0.6898,-0.121,-0.0413,-0.0549,0.9903
100,0.4184,1.5983,0.689,-0.1302,-0.0394,-0.056,0.9891
101,0.4194,1.6003,0.6889,-0.1375,-0.0362,-0.0572,0.9882
102,0.4201,1.6015,0.6892,-0.142,-0.033,-0.058,0.9876
103,0.4201,1.6015,0.6901,-0.1422,-0.032,-0.058,0.9876
104,0.4199,1.6006,0.6917,-0.138,-0.0317,-0.0575,0.9883
105,0.4198,1.5997,0.6934,-0.135,-0.0317,-0.0573,0.9887
106,0.4199,1.5994,0.6946,-0.1338,-0.0315,-0.0575,0.9888
107,0.42,1.5995,0.695,-0.1348,-0.0303,-0.0573,0.9888
108,0.4199,1.5996,0.695,-0.1353,-0.0289,-0.0565,0.9888
109,0.4194,1.5993,0.6949,-0.1342,-0.0279,-0.0554,0.989
110,0.419,1.5993,0.6945,-0.1343,-0.0259,-0.0537,0.9891
111,0.4187,1.5995,0.6939,-0.1348,-0.0244,-0.0518,0.9892
112,0.4189,1.5998,0.6932,-0.136,-0.022,-0.0507,0.9892
113,0.4198,1.6006,0.6921,-0.1387,-0.0187,-0.0509,0.9888
114,0.4209,1.6017,0.6905,-0.1417,-0.0149,-0.0508,0.9885
115,0.422,1.6028,0.6885,-0.1459,-0.0108,-0.0507,0.9879
116,0.4233,1.604,0.6868,-0.1511,-0.0062,-0.0515,0.9872
117,0.4244,1.6045,0.6856,-0.1543,-0.0031,-0.0517,0.9867
118,0.4249,1.605,0.6846,-0.156,-0.0026,-0.0514,0.9864
119,0.4256,1.6055,0.6832,-0.1579,-0.0017,-0.0516,0.9861
