Frame,PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
63,0.3143,1.5327,0.3932,-0.117,0.2063,-0.0313,0.971
64,0.315,1.5309,0.3961,-0.1097,0.2046,-0.0314,0.9722
65,0.3153,1.5264,0.3986,-0.0909,0.203,-0.0382,0.9742
66,0.3148,1.5202,0.4012,-0.0652,0.1984,-0.0468,0.9768
67,0.3133,1.5171,0.4023,-0.0522,0.1914,-0.0511,0.9788
68,0.3116,1.515,0.4032,-0.0426,0.1839,-0.056,0.9804
69,0.3105,1.513,0.4028,-0.0332,0.1801,-0.0612,0.9812
70,0.3096,1.5118,0.4021,-0.0271,0.1774,-0.0652,0.9816
71,0.3089,1.5144,0.4009,-0.037,0.1734,-0.0648,0.982
72,0.3075,1.5197,0.3987,-0.0579,0.1666,-0.0655,0.9821
73,0.3044,1.5246,0.3964,-0.0779,0.153,-0.0677,0.9828
74,0.2963,1.5274,0.3954,-0.0855,0.1177,-0.0718,0.9867
75,0.2785,1.527,0.3964,-0.0788,0.0397,-0.0886,0.9921
76,0.2583,1.5273,0.3976,-0.0712,-0.0461,-0.0981,0.9916
77,0.2436,1.5213,0.3988,-0.0383,-0.096,-0.0989,0.9897
78,0.2365,1.5173,0.4011,-0.0228,-0.1075,-0.0911,0.9898
79,0.2341,1.5174,0.4024,-0.0267,-0.1039,-0.0867,0.9904
80,0.2329,1.5231,0.4027,-0.0543,-0.1035,-0.0878,0.9893
81,0.2319,1.5273,0.4011,-0.0748,-0.1072,-0.0873,0.9876
82,0.2316,1.533,0.3985,-0.1028,-0.1093,-0.0862,0.9849
83,0.233,1.5392,0.3946,-0.133,-0.1046,-0.0841,0.982
84,0.2363,1.5432,0.3906,-0.1525,-0.0897,-0.0804,0.9809
85,0.2422,1.543,0.3889,-0.155,-0.0605,-0.0727,0.9834
86,0.2478,1.5415,0.3888,-0.1512,-0.0344,-0.064,0.9858
87,0.2514,1.541,0.3889,-0.1496,-0.019,-0.0596,0.9868
88,0.2542,1.5412,0.3897,-0.151,-0.0115,-0.0574,0.9868
89,0.2594,1.539,0.392,-0.1412,0.0061,-0.0587,0.9882
90,0.2662,1.534,0.3947,-0.1201,0.031,-0.0614,0.9904
91,0.2732,1.53,0.397,-0.1031,0.0561,-0.0639,0.991
92,0.282,1.5276,0.398,-0.096,0.0889,-0.0641,0.9893
93,0.2888,1.5264,0.3981,-0.0933,0.1112,-0.066,0.9872
94,0.2921,1.5254,0.3985,-0.0897,0.1187,-0.0675,0.9866
95,0.2928,1.5246,0.3988,-0.0864,0.1159,-0.0682,0.9871
96,0.2928,1.524,0.3992,-0.0831,0.1131,-0.0678,0.9878
97,0.2921,1.5235,0.3995,-0.0799,0.1094,-0.0656,0.9886
98,0.2908,1.5253,0.3997,-0.086,0.1052,-0.0634,0.9887
99,0.2893,1.5262,0.3992,-0.088,0.1016,-0.0629,0.9889
100,0.2873,1.5275,0.3987,-0.0921,0.0963,-0.0625,0.9891
101,0.2846,1.5289,0.3982,-0.0965,0.0872,-0.0624,0.9895
102,0.2818,1.5294,0.3978,-0.0975,0.0797,-0.0628,0.99
103,0.2801,1.5292,0.3977,-0.0959,0.0778,-0.0615,0.9904
104,0.2789,1.5302,0.3974,-0.0995,0.0768,-0.061,0.9902
105,0.2766,1.5313,0.3975,-0.1038,0.0717,-0.0605,0.9902
106,0.2741,1.5311,0.3982,-0.1024,0.0666,-0.0598,0.9907
107,0.2728,1.5308,0.3988,-0.1018,0.066,-0.0601,0.9908
108,0.2717,1.5309,0.3989,-0.102,0.0667,-0.0594,0.9908
109,0.2708,1.5307,0.3989,-0.1015,0.066,-0.0586,0.9909
110,0.2704,1.5304,0.3985,-0.101,0.066,-0.0584,0.991
111,0.2704,1.5303,0.398,-0.1007,0.0666,-0.0591,0.9909
112,0.2703,1.53,0.3975,-0.0999,0.0658,-0.0602,0.991
113,0.2685,1.5288,0.3978,-0.0938,0.0587,-0.0616,0.992
114,0.2641,1.5257,0.399,-0.079,0.0415,-0.065,0.9939
115,0.2581,1.5213,0.4004,-0.0587,0.0185,-0.0698,0.9957
116,0.2515,1.5148,0.4021,-0.0303,-0.0067,-0.0755,0.9967
117,0.2446,1.5068,0.4039,0.0048,-0.0325,-0.0833,0.996
118,0.2379,1.4986,0.4052,0.0397,-0.0566,-0.0893,0.9936
119,0.2341,1.4937,0.4064,0.0585,-0.0671,-0.0932,0.9917
120,0.2318,1.4899,0.4073,0.0714,-0.0704,-0.0957,0.9903
121,0.2334,1.4883,0.4076,0.0751,-0.0585,-0.0978,0.9906
122,0.2395,1.4868,0.4068,0.0778,-0.0277,-0.0983,0.9917
123,0.2506,1.4838,0.4049,0.0842,0.0225,-0.1014,0.991
124,0.2647,1.4811,0.4006,0.0871,0.0825,-0.1038,0.9873
125,0.2759,1.4807,0.3953,0.0816,0.1257,-0.1066,0.9829
126,0.2841,1.4813,0.3905,0.0755,0.1534,-0.1103,0.9791
127,0.2915,1.4822,0.3859,0.0685,0.1747,-0.1098,0.9761
128,0.2986,1.4845,0.3813,0.0564,0.1938,-0.108,0.9734
129,0.3049,1.4906,0.3782,0.0283,0.2083,-0.1054,0.972
130,0.3095,1.4985,0.3762,-0.0059,0.2175,-0.0995,0.971
131,0.3127,1.5068,0.3742,-0.0399,0.2293,-0.0869,0.9686
132,0.316,1.5138,0.3724,-0.07,0.2459,-0.0759,0.9638
133,0.3186,1.5178,0.3725,-0.088,0.2573,-0.0672,0.96
134,0.3177,1.5194,0.3753,-0.0935,0.2533,-0.066,0.9606
135,0.3152,1.5178,0.3817,-0.0837,0.2356,-0.0682,0.9658
136,0.3121,1.518,0.3889,-0.0806,0.2136,-0.0661,0.9713
137,0.3083,1.5193,0.3958,-0.0828,0.1879,-0.0639,0.9766
138,0.3027,1.5208,0.4026,-0.0839,0.1543,-0.065,0.9823
139,0.2931,1.521,0.4093,-0.0797,0.1051,-0.0702,0.9888
140,0.282,1.5205,0.4148,-0.0719,0.0554,-0.0759,0.993
141,0.2711,1.5209,0.418,-0.0672,0.013,-0.0775,0.9946
142,0.2616,1.5205,0.4192,-0.0609,-0.0169,-0.0794,0.9948
143,0.2536,1.5195,0.4186,-0.0543,-0.0384,-0.0805,0.9945
144,0.2456,1.5169,0.4165,-0.0409,-0.0593,-0.0828,0.994
145,0.2378,1.5126,0.4147,-0.0213,-0.0808,-0.0875,0.9927
146,0.2327,1.5078,0.4125,-0.0013,-0.0941,-0.0917,0.9913
147,0.2311,1.502,0.4102,0.023,-0.0932,-0.0956,0.9908
148,0.2334,1.4958,0.4077,0.0488,-0.0776,-0.1022,0.9905
149,0.2374,1.4922,0.4056,0.0612,-0.0564,-0.1034,0.9911
150,0.2401,1.4881,0.4031,0.076,-0.0438,-0.1045,0.9907
151,0.2415,1.4861,0.4007,0.0818,-0.0377,-0.1054,0.9903
152,0.2414,1.4863,0.3973,0.0804,-0.0382,-0.1062,0.9904
153,0.2414,1.4878,0.3951,0.0749,-0.0383,-0.1072,0.9907
154,0.2419,1.4878,0.3939,0.0732,-0.0359,-0.107,0.9909
155,0.2427,1.488,0.3935,0.0717,-0.0322,-0.1065,0.9912
156,0.2434,1.4882,0.394,0.0702,-0.0303,-0.1067,0.9913
157,0.2441,1.4881,0.3957,0.0693,-0.0294,-0.1071,0.9914
158,0.245,1.4879,0.3983,0.0691,-0.0278,-0.1065,0.9915
159,0.2464,1.4882,0.4016,0.0678,-0.0273,-0.1067,0.9916
160,0.2479,1.4884,0.4058,0.066,-0.0267,-0.1068,0.9917
161,0.2496,1.4876,0.411,0.068,-0.0281,-0.1064,0.9916
162,0.2519,1.4865,0.4172,0.0714,-0.0285,-0.1064,0.9914
163,0.2551,1.4855,0.4238,0.0738,-0.0296,-0.1075,0.991
164,0.2601,1.4858,0.4302,0.0692,-0.0234,-0.1121,0.991
165,0.2682,1.4877,0.4365,0.0572,-0.0057,-0.1131,0.9919
166,0.2795,1.4916,0.442,0.0352,0.028,-0.106,0.9933
167,0.2888,1.4973,0.444,0.0097,0.0595,-0.0986,0.9933
168,0.2941,1.5047,0.4424,-0.0213,0.0789,-0.0916,0.9924
169,0.2955,1.5148,0.4379,-0.0612,0.085,-0.0905,0.9904
170,0.2938,1.5238,0.432,-0.0954,0.0778,-0.0884,0.9884
171,0.2919,1.5309,0.427,-0.1224,0.0705,-0.0851,0.9863
172,0.2907,1.5374,0.422,-0.1466,0.0648,-0.0822,0.9836
173,0.2882,1.542,0.4176,-0.164,0.0492,-0.0831,0.9817
174,0.2836,1.5457,0.414,-0.177,0.0229,-0.0857,0.9802
175,0.2781,1.5498,0.4106,-0.1926,-0.0074,-0.0883,0.9773
176,0.2706,1.5522,0.4076,-0.1996,-0.0419,-0.0924,0.9746
177,0.263,1.5541,0.4045,-0.206,-0.0742,-0.096,0.971
178,0.2576,1.5564,0.4009,-0.2148,-0.0938,-0.099,0.9671
179,0.2517,1.5541,0.4007,-0.2005,-0.1141,-0.101,0.9678
180,0.2462,1.5436,0.4056,-0.1518,-0.1322,-0.1051,0.9739
181,0.2424,1.5317,0.4113,-0.1011,-0.1393,-0.1054,0.9794
182,0.2412,1.5263,0.4155,-0.0804,-0.1393,-0.107,0.9812
183,0.2407,1.5252,0.418,-0.0791,-0.1405,-0.112,0.9805
184,0.2428,1.5234,0.4195,-0.0747,-0.1314,-0.1164,0.9816
185,0.248,1.5239,0.4193,-0.0809,-0.1097,-0.1169,0.9837
186,0.2528,1.5277,0.4164,-0.0994,-0.0929,-0.117,0.9838
187,0.2565,1.5339,0.4127,-0.1279,-0.0802,-0.1155,0.9818
188,0.2597,1.5388,0.4089,-0.1522,-0.0702,-0.1138,0.9793
189,0.2625,1.5423,0.4059,-0.1683,-0.0632,-0.1135,0.9771
190,0.2653,1.5475,0.4021,-0.1933,-0.056,-0.1121,0.9731
191,0.2659,1.5496,0.399,-0.2022,-0.0587,-0.1145,0.9709
192,0.2626,1.5434,0.4016,-0.1694,-0.0737,-0.1172,0.9758
193,0.2603,1.5396,0.4048,-0.1538,-0.0802,-0.1139,0.9782
194,0.2586,1.5404,0.4045,-0.1545,-0.0879,-0.1174,0.9771
195,0.2565,1.5391,0.4047,-0.147,-0.0963,-0.1196,0.9772
196,0.2554,1.5388,0.4047,-0.1467,-0.0976,-0.1195,0.9771
197,0.2554,1.5406,0.4025,-0.1536,-0.0961,-0.1208,0.976
198,0.2545,1.5382,0.4014,-0.1419,-0.0964,-0.1196,0.9779
199,0.253,1.5373,0.4004,-0.1369,-0.1,-0.1189,0.9783
1,0.5265,1.5565,0.0232,-0.127,-0.1131,0.0253,0.9851
2,0.526,1.5569,0.0222,-0.1295,-0.1135,0.0254,0.9847
3,0.5256,1.5578,0.0206,-0.1332,-0.1153,0.0255,0.984
4,0.5249,1.5583,0.0185,-0.1363,-0.119,0.0263,0.9831
5,0.5243,1.5585,0.016,-0.1378,-0.1223,0.0267,0.9825
6,0.5246,1.5583,0.0139,-0.1365,-0.1203,0.0256,0.983
7,0.5287,1.5543,0.0145,-0.1158,-0.1051,0.0205,0.9875
8,0.5348,1.5498,0.0169,-0.0955,-0.0821,0.016,0.9919
9,0.5412,1.5462,0.0196,-0.0811,-0.0567,0.0129,0.995
10,0.5477,1.5414,0.023,-0.0625,-0.033,0.0101,0.9974
11,0.5546,1.5354,0.0267,-0.0396,-0.0113,0.0059,0.9991
12,0.5618,1.529,0.0305,-0.0159,0.0097,0.0009,0.9998
13,0.5684,1.5234,0.0343,0.0029,0.0287,-0.0026,0.9996
14,0.5746,1.5181,0.0384,0.0192,0.0468,-0.0041,0.9987
15,0.58,1.5131,0.0412,0.0352,0.0633,-0.0048,0.9974
16,0.5832,1.5114,0.0429,0.0399,0.0714,-0.0071,0.9966
17,0.5831,1.5118,0.044,0.0364,0.0686,-0.0091,0.9969
18,0.5819,1.5123,0.0442,0.0334,0.0621,-0.0096,0.9975
19,0.5806,1.5132,0.0444,0.0294,0.0564,-0.0098,0.9979
20,0.5798,1.514,0.0445,0.0262,0.0528,-0.0106,0.9982
21,0.5786,1.5145,0.045,0.0238,0.0498,-0.0098,0.9984
22,0.5778,1.5147,0.0454,0.0237,0.0473,-0.0092,0.9986
23,0.5772,1.5147,0.0456,0.0245,0.0455,-0.0086,0.9986
24,0.5769,1.5145,0.0453,0.0257,0.0445,-0.0076,0.9986
25,0.577,1.5143,0.0446,0.0265,0.0439,-0.007,0.9987
26,0.5772,1.5139,0.0438,0.0286,0.044,-0.007,0.9986
27,0.5775,1.5128,0.0433,0.0322,0.0439,-0.0073,0.9985
28,0.5773,1.511,0.0432,0.0388,0.0429,-0.0083,0.9983
29,0.5764,1.5104,0.0433,0.041,0.0397,-0.0083,0.9983
30,0.5752,1.5103,0.0431,0.0412,0.0347,-0.0079,0.9985
31,0.5741,1.5105,0.0426,0.0402,0.0298,-0.0073,0.9987
32,0.5729,1.5112,0.0422,0.0387,0.0247,-0.0061,0.9989
33,0.5713,1.5116,0.0416,0.0378,0.0184,-0.005,0.9991
34,0.5694,1.5123,0.0408,0.0358,0.0104,-0.0042,0.9993
35,0.5676,1.5153,0.0402,0.0241,0.0029,-0.0036,0.9997
36,0.5657,1.5219,0.0377,-0.0009,-0.0022,-0.0057,1.0
37,0.5641,1.5265,0.0344,-0.0179,-0.0051,-0.005,0.9998
38,0.5629,1.5308,0.0314,-0.0332,-0.0056,-0.0033,0.9994
39,0.5615,1.534,0.0283,-0.0447,-0.0058,-0.0015,0.999
40,0.5603,1.5361,0.0263,-0.0506,-0.0062,-0.0005,0.9987
41,0.5591,1.5367,0.0262,-0.0516,-0.0066,0.0003,0.9986
42,0.558,1.5362,0.0273,-0.0486,-0.0067,0.0013,0.9988
43,0.5573,1.536,0.0288,-0.0466,-0.0065,0.0026,0.9989
44,0.5566,1.5349,0.0302,-0.0412,-0.0059,0.0034,0.9991
45,0.5567,1.5338,0.0314,-0.0362,-0.0045,0.0045,0.9993
46,0.5573,1.5322,0.0325,-0.0292,-0.002,0.0041,0.9996
47,0.559,1.53,0.0336,-0.0205,0.0036,0.0028,0.9998
48,0.5611,1.5278,0.0345,-0.0124,0.0099,0.0015,0.9999
49,0.5626,1.5274,0.0343,-0.0112,0.0131,0.0008,0.9999
50,0.5628,1.5272,0.0342,-0.0115,0.0134,-0.0001,0.9998
51,0.563,1.5272,0.0343,-0.0118,0.0132,-0.0011,0.9998
52,0.5634,1.5264,0.0341,-0.0087,0.0145,-0.0012,0.9999
53,0.564,1.5254,0.0343,-0.0045,0.0153,-0.0016,0.9999
54,0.5647,1.5239,0.0345,0.0014,0.0164,-0.0018,0.9999
55,0.5655,1.5231,0.0342,0.0034,0.017,-0.0016,0.9998
56,0.567,1.5237,0.0337,-0.0001,0.0217,-0.0008,0.9998
57,0.5697,1.5242,0.0329,-0.0032,0.0331,0.0003,0.9994
58,0.5737,1.5244,0.0323,-0.005,0.0513,0.0031,0.9987
59,0.5797,1.5247,0.0314,-0.0074,0.0794,0.0073,0.9968
60,0.5867,1.5246,0.0308,-0.0081,0.1126,0.0143,0.9935
61,0.5911,1.5243,0.0303,-0.0085,0.1341,0.0209,0.9907
62,0.592,1.5243,0.0307,-0.0104,0.138,0.0228,0.9901
63,0.5886,1.5241,0.0317,-0.0093,0.1221,0.0211,0.9922
64,0.5845,1.5231,0.0332,-0.0059,0.1041,0.0209,0.9943
65,0.5812,1.523,0.0343,-0.0055,0.09,0.0199,0.9957
66,0.58,1.5231,0.035,-0.0059,0.0848,0.017,0.9962
67,0.5797,1.5231,0.0355,-0.0057,0.0846,0.0164,0.9963
68,0.5787,1.5238,0.0356,-0.0076,0.0827,0.0165,0.9964
69,0.5773,1.5244,0.0356,-0.0091,0.0786,0.0169,0.9967
70,0.5764,1.5246,0.0356,-0.0091,0.0747,0.0163,0.997
71,0.5747,1.5246,0.0354,-0.0089,0.0676,0.0137,0.9976
72,0.5693,1.5246,0.0356,-0.0077,0.0438,0.0091,0.999
73,0.5617,1.5244,0.0357,-0.0068,0.0099,0.0065,0.9999
74,0.5529,1.5242,0.0355,-0.0059,-0.0279,0.0045,0.9996
75,0.5446,1.5245,0.0346,-0.0053,-0.0615,0.0034,0.9981
76,0.5366,1.5253,0.0332,-0.0067,-0.0918,0.0038,0.9957
77,0.5306,1.5263,0.0316,-0.0085,-0.1124,0.0056,0.9936
78,0.5256,1.5273,0.0295,-0.0111,-0.1275,0.0077,0.9917
79,0.521,1.5287,0.0273,-0.0154,-0.1426,0.0092,0.9896
80,0.5162,1.5296,0.0253,-0.0193,-0.158,0.0113,0.9872
81,0.5123,1.5311,0.0235,-0.0244,-0.1731,0.0108,0.9845
82,0.5096,1.5319,0.0215,-0.0275,-0.1852,0.0101,0.9823
83,0.5082,1.5322,0.02,-0.0289,-0.1909,0.0107,0.9811
84,0.5083,1.5327,0.019,-0.0317,-0.1901,0.0113,0.9812
85,0.5092,1.5335,0.0183,-0.035,-0.186,0.0107,0.9819
86,0.5111,1.5338,0.018,-0.0359,-0.178,0.0112,0.9833
87,0.513,1.5341,0.0183,-0.0367,-0.17,0.0114,0.9847
88,0.5142,1.5342,0.0188,-0.037,-0.1656,0.0102,0.9854
89,0.515,1.5341,0.0195,-0.0362,-0.163,0.0093,0.9859
90,0.5159,1.534,0.0203,-0.0354,-0.1609,0.0091,0.9863
91,0.5162,1.5343,0.0205,-0.0357,-0.1599,0.0091,0.9864
92,0.5165,1.5345,0.0205,-0.0365,-0.1593,0.0097,0.9865
93,0.5169,1.5347,0.0207,-0.037,-0.1585,0.0101,0.9866
94,0.5172,1.5344,0.0208,-0.0362,-0.1584,0.0101,0.9867
95,0.5176,1.5344,0.0208,-0.0362,-0.1561,0.0103,0.987
96,0.5197,1.5342,0.0209,-0.0354,-0.1461,0.0117,0.9886
97,0.5243,1.5341,0.0214,-0.0352,-0.1246,0.0125,0.9915
98,0.5306,1.5351,0.0221,-0.0394,-0.0976,0.0136,0.9943
99,0.5379,1.5364,0.0222,-0.0452,-0.0686,0.0131,0.9965
100,0.5454,1.538,0.0219,-0.0522,-0.0431,0.0108,0.9977
101,0.5505,1.5393,0.0208,-0.0586,-0.029,0.0056,0.9978
102,0.5529,1.5403,0.0191,-0.0622,-0.0265,0.0021,0.9977
103,0.5531,1.5406,0.0178,-0.063,-0.0292,0.0017,0.9976
104,0.5521,1.5406,0.0164,-0.0631,-0.0341,0.0022,0.9974
105,0.5507,1.5411,0.0152,-0.0647,-0.0394,0.002,0.9971
106,0.55,1.5416,0.0144,-0.0664,-0.043,0.0021,0.9969
107,0.5499,1.5417,0.0142,-0.0662,-0.045,0.0014,0.9968
108,0.551,1.542,0.0148,-0.0641,-0.0485,0.0016,0.9968
109,0.5542,1.5427,0.0156,-0.0638,-0.0559,0.0005,0.9964
110,0.5618,1.542,0.0166,-0.0633,-0.0657,-0.0011,0.9958
111,0.5774,1.5396,0.0175,-0.0609,-0.0803,-0.0009,0.9949
112,0.6041,1.5378,0.0189,-0.0588,-0.1016,0.0019,0.9931
113,0.6428,1.5357,0.0204,-0.0582,-0.1285,0.0045,0.99
114,0.6922,1.5397,0.0219,-0.0566,-0.1504,-0.0011,0.987
115,0.7423,1.5414,0.0259,-0.0587,-0.1547,-0.0199,0.986
116,0.7852,1.5399,0.0334,-0.056,-0.1535,-0.0297,0.9861
117,0.8118,1.5427,0.0428,-0.0512,-0.1574,-0.0284,0.9858
118,0.8258,1.5423,0.0508,-0.0452,-0.17,-0.026,0.9841
119,0.8256,1.5417,0.0569,-0.0421,-0.1806,-0.0317,0.9821
120,0.8103,1.5424,0.0625,-0.0466,-0.1798,-0.0374,0.9819
121,0.7783,1.5423,0.0681,-0.0517,-0.1702,-0.0431,0.9831
122,0.7338,1.545,0.0723,-0.0523,-0.1596,-0.0454,0.9847
123,0.6858,1.5413,0.0735,-0.0498,-0.1529,-0.0402,0.9862
124,0.642,1.5339,0.0721,-0.0289,-0.1484,-0.0358,0.9879
125,0.6064,1.5198,0.074,0.0202,-0.1291,-0.0291,0.991
126,0.5821,1.5026,0.0743,0.0775,-0.0967,-0.0274,0.9919
127,0.5626,1.492,0.0745,0.1091,-0.0707,-0.0224,0.9913
128,0.5486,1.4873,0.0743,0.1171,-0.0488,-0.0183,0.9917
129,0.5433,1.4819,0.0713,0.1351,-0.0269,-0.015,0.9904
130,0.5414,1.4835,0.0711,0.1239,-0.016,-0.0135,0.9921
131,0.5426,1.484,0.0712,0.1217,-0.0137,-0.0127,0.9924
132,0.5472,1.4858,0.0728,0.1144,-0.0132,-0.0118,0.9933
133,0.5547,1.4869,0.0756,0.1139,-0.0085,-0.0131,0.9934
134,0.563,1.4895,0.0798,0.107,-0.0024,-0.0172,0.9941
135,0.5699,1.4926,0.083,0.1003,0.0018,-0.021,0.9947
136,0.574,1.4953,0.0854,0.0931,-0.0008,-0.0231,0.9954
137,0.5752,1.4972,0.087,0.0897,-0.0103,-0.0239,0.9956
138,0.5748,1.499,0.0882,0.0873,-0.0216,-0.0237,0.9957
139,0.5741,1.4998,0.0895,0.0853,-0.0321,-0.0234,0.9956
140,0.574,1.4998,0.0896,0.0875,-0.0393,-0.0249,0.9951
141,0.5728,1.5001,0.0892,0.0865,-0.0476,-0.0258,0.9948
142,0.5689,1.5002,0.0871,0.086,-0.0623,-0.0275,0.994
143,0.562,1.5014,0.0837,0.0814,-0.084,-0.0285,0.9927
144,0.5533,1.5027,0.0799,0.0771,-0.1082,-0.0262,0.9908
145,0.544,1.5032,0.0751,0.0756,-0.1302,-0.0259,0.9883
146,0.5356,1.5041,0.0702,0.0739,-0.1492,-0.0252,0.9857
147,0.5295,1.5048,0.0664,0.0711,-0.1608,-0.0223,0.9842
148,0.5266,1.5052,0.064,0.0687,-0.1642,-0.0187,0.9839
149,0.5262,1.5054,0.0625,0.0676,-0.1618,-0.0157,0.9844
150,0.527,1.5053,0.0615,0.0676,-0.1584,-0.0137,0.985
151,0.5279,1.5053,0.0609,0.0672,-0.1565,-0.014,0.9853
152,0.5288,1.5054,0.061,0.0668,-0.155,-0.0153,0.9855
153,0.5294,1.5052,0.0621,0.068,-0.1528,-0.0155,0.9858
154,0.5296,1.505,0.0636,0.0697,-0.1503,-0.0162,0.9861
155,0.5292,1.5053,0.065,0.0689,-0.1484,-0.0151,0.9864
156,0.5282,1.5056,0.0663,0.0686,-0.1477,-0.0139,0.9865
157,0.5272,1.5055,0.0676,0.0694,-0.1484,-0.0127,0.9864
158,0.5263,1.5056,0.0687,0.0698,-0.1497,-0.0111,0.9862
159,0.5256,1.506,0.0697,0.0688,-0.15,-0.0094,0.9863
160,0.5249,1.5063,0.0706,0.0676,-0.1496,-0.0082,0.9864
161,0.5244,1.5062,0.0717,0.0676,-0.1491,-0.0071,0.9865
162,0.5243,1.505,0.0731,0.072,-0.1474,-0.0066,0.9864
163,0.5245,1.5041,0.0747,0.0749,-0.1447,-0.007,0.9866
164,0.5246,1.5036,0.0759,0.0765,-0.1422,-0.0071,0.9869
165,0.5256,1.5043,0.0765,0.0741,-0.1379,-0.0077,0.9876
166,0.5284,1.5063,0.0769,0.0658,-0.1254,-0.0085,0.9899
167,0.5332,1.5104,0.0767,0.0503,-0.1062,-0.0095,0.993
168,0.5385,1.5143,0.076,0.0354,-0.0868,-0.0095,0.9956
169,0.5437,1.5191,0.0746,0.019,-0.0696,-0.0106,0.9973
170,0.5473,1.5241,0.0729,0.0006,-0.0594,-0.0115,0.9982
171,0.5495,1.5323,0.0698,-0.0304,-0.0538,-0.0126,0.998
172,0.5499,1.5407,0.066,-0.0628,-0.0539,-0.0106,0.9965
173,0.5478,1.5473,0.0615,-0.0875,-0.0635,-0.0089,0.9941
174,0.5444,1.5524,0.0567,-0.1065,-0.078,-0.0054,0.9912
175,0.5394,1.5565,0.0518,-0.1208,-0.0982,-0.0026,0.9878
176,0.5339,1.5588,0.0472,-0.1292,-0.1192,0.0008,0.9844
177,0.5273,1.5598,0.0428,-0.1327,-0.1439,0.0053,0.9806
178,0.5232,1.5603,0.0396,-0.1342,-0.1606,0.0067,0.9778
179,0.5202,1.5602,0.0371,-0.134,-0.1715,0.007,0.976
180,0.5173,1.5585,0.0351,-0.1256,-0.1838,0.0079,0.9749
181,0.5158,1.5559,0.0344,-0.1142,-0.1901,0.0087,0.9751
182,0.5154,1.5534,0.0339,-0.1044,-0.1911,0.0085,0.976
183,0.5155,1.5531,0.0334,-0.1041,-0.1903,0.0079,0.9761
184,0.5156,1.5532,0.0322,-0.1057,-0.1906,0.0071,0.9759
185,0.5154,1.5536,0.0311,-0.1088,-0.1925,0.0075,0.9752
186,0.5155,1.5545,0.0296,-0.1132,-0.1937,0.0061,0.9745
187,0.5158,1.5556,0.0285,-0.119,-0.1941,0.0055,0.9737
188,0.5159,1.5568,0.0273,-0.1251,-0.1941,0.0049,0.973
189,0.5161,1.558,0.0265,-0.1312,-0.1931,0.0045,0.9724
190,0.5166,1.559,0.0256,-0.1359,-0.1913,0.004,0.9721
191,0.5172,1.5594,0.0248,-0.1376,-0.1901,0.004,0.9721
192,0.518,1.5595,0.0243,-0.1381,-0.1898,0.0035,0.9721
193,0.5189,1.56,0.0242,-0.1388,-0.1896,0.0027,0.972
194,0.5198,1.5602,0.0239,-0.1389,-0.1879,0.0015,0.9723
195,0.5202,1.5604,0.0237,-0.1386,-0.1869,0.0017,0.9726
196,0.5202,1.5605,0.0235,-0.138,-0.187,0.0018,0.9726
197,0.52,1.5602,0.0232,-0.1364,-0.1868,0.0023,0.9729
198,0.5198,1.56,0.0226,-0.1358,-0.1863,0.0026,0.9731
199,0.5193,1.56,0.0218,-0.1364,-0.1867,0.0029,0.9729
1,0.1042,1.5699,0.3637,0.0623,-0.0665,-0.0463,0.9948
2,0.1081,1.5637,0.3646,0.0821,-0.0571,-0.0495,0.9938
3,0.1113,1.5623,0.3649,0.0844,-0.051,-0.0514,0.9938
4,0.1127,1.5658,0.3642,0.0694,-0.0509,-0.054,0.9948
5,0.1131,1.5766,0.3621,0.0267,-0.0532,-0.0557,0.9967
6,0.114,1.5846,0.3578,-0.0019,-0.0503,-0.0541,0.9973
7,0.1168,1.5892,0.3541,-0.0185,-0.04,-0.0523,0.9977
8,0.1303,1.5917,0.3508,-0.0263,0.0154,-0.0514,0.9982
9,0.1424,1.5866,0.3495,-0.0072,0.058,-0.058,0.9966
10,0.153,1.5813,0.3497,0.0122,0.0928,-0.0637,0.9936
11,0.1651,1.574,0.3501,0.0376,0.13,-0.0716,0.9882
12,0.1781,1.566,0.3514,0.0609,0.1696,-0.073,0.9809
13,0.1861,1.5588,0.3523,0.0815,0.19,-0.0751,0.9755
14,0.1906,1.555,0.3535,0.0909,0.1991,-0.0723,0.9731
15,0.1942,1.5526,0.3549,0.0962,0.2055,-0.0715,0.9713
16,0.1982,1.5524,0.3559,0.0952,0.2156,-0.0684,0.9694
17,0.2001,1.5529,0.3557,0.0935,0.2179,-0.0676,0.9691
18,0.2014,1.5548,0.3553,0.0876,0.2162,-0.065,0.9702
19,0.2016,1.5559,0.355,0.0838,0.2103,-0.0645,0.9719
20,0.2002,1.5578,0.3552,0.0777,0.2,-0.064,0.9746
21,0.1986,1.5589,0.3566,0.0732,0.1917,-0.0631,0.9767
22,0.1964,1.5588,0.3577,0.0742,0.1845,-0.0619,0.9781
23,0.1941,1.5589,0.3584,0.0746,0.1777,-0.061,0.9794
24,0.1919,1.5597,0.3594,0.0723,0.1715,-0.0592,0.9807
25,0.1896,1.5602,0.3605,0.0708,0.1643,-0.057,0.9822
26,0.1888,1.5605,0.3611,0.0699,0.1612,-0.0554,0.9829
27,0.1887,1.5602,0.3617,0.0704,0.1594,-0.0542,0.9832
28,0.1884,1.5607,0.3621,0.069,0.1555,-0.0541,0.9839
29,0.1877,1.5611,0.3625,0.0679,0.1507,-0.0537,0.9848
